r,G_r
44.14,-0.009939
44.15,-0.005883
44.16,-0.001733
44.17,0.002441
44.18,0.006573
44.19,0.010591
44.2,0.014428
44.21,0.018018
44.22,0.021298
44.23,0.024212
44.24,0.026706
44.25,0.028736
44.26,0.030264
44.27,0.031261
44.28,0.031707
44.29,0.031591
44.3,0.030911
44.31,0.029678
44.32,0.027908
44.33,0.025628
44.34,0.022876
44.35,0.019696
44.36,0.016139
44.37,0.012264
44.38,0.008134
44.39,0.003819
44.4,-0.00061
44.41,-0.005081
44.42,-0.009518
44.43,-0.013849
44.44,-0.018003
44.45,-0.02191
44.46,-0.025507
44.47,-0.028736
44.48,-0.031544
44.49,-0.033886
44.5,-0.035727
44.51,-0.037037
44.52,-0.037798
44.53,-0.037999
44.54,-0.037639
44.55,-0.036728
44.56,-0.035282
44.57,-0.033328
44.58,-0.0309
44.59,-0.02804
44.6,-0.024796
44.61,-0.021222
44.62,-0.017376
44.63,-0.013322
44.64,-0.009122
44.65,-0.004845
44.66,-0.000555
44.67,0.003681
44.68,0.0078
44.69,0.011742
44.7,0.01545
44.71,0.018874
44.72,0.021968
44.73,0.024693
44.74,0.027017
44.75,0.028916
44.76,0.030372
44.77,0.031378
44.78,0.031932
44.79,0.032042
44.8,0.03172
44.81,0.03099
44.82,0.029878
44.83,0.028419
44.84,0.026652
44.85,0.024619
44.86,0.022368
44.87,0.019948
44.88,0.017408
44.89,0.014801
44.9,0.012177
44.91,0.009584
44.92,0.007071
44.93,0.004679
44.94,0.002449
44.95,0.000415
44.96,-0.001393
44.97,-0.002951
44.98,-0.004243
44.99,-0.005256
45,-0.005985
45.01,-0.006433
45.02,-0.006607
45.03,-0.00652
45.04,-0.006192
45.05,-0.005645
45.06,-0.004908
45.07,-0.004012
45.08,-0.002992
45.09,-0.001882
45.1,-0.00072
45.11,0.000458
45.12,0.001615
45.13,0.002719
45.14,0.003737
45.15,0.004641
45.16,0.005408
45.17,0.006018
45.18,0.006456
45.19,0.006713
45.2,0.006786
45.21,0.006678
45.22,0.006396
45.23,0.005952
45.24,0.005367
45.25,0.004661
45.26,0.003862
45.27,0.003
45.28,0.002108
45.29,0.001219
45.3,0.000368
45.31,-0.00041
45.32,-0.001081
45.33,-0.001614
45.34,-0.001981
45.35,-0.002157
45.36,-0.002122
45.37,-0.001861
45.38,-0.001364
45.39,-0.000629
45.4,0.000342
45.41,0.001538
45.42,0.002944
45.43,0.004538
45.44,0.006291
45.45,0.008171
45.46,0.01014
45.47,0.012155
45.48,0.014173
45.49,0.016146
45.5,0.018028
45.51,0.01977
45.52,0.021327
45.53,0.022655
45.54,0.023713
45.55,0.024466
45.56,0.024882
45.57,0.024937
45.58,0.024614
45.59,0.023901
45.6,0.022797
45.61,0.021307
45.62,0.019443
45.63,0.017228
45.64,0.01469
45.65,0.011865
45.66,0.008795
45.67,0.005529
45.68,0.002119
45.69,-0.001378
45.7,-0.004902
45.71,-0.008393
45.72,-0.01179
45.73,-0.015033
45.74,-0.018062
45.75,-0.020825
45.76,-0.02327
45.77,-0.025352
45.78,-0.027033
45.79,-0.028281
45.8,-0.029071
45.81,-0.029389
45.82,-0.029226
45.83,-0.028583
45.84,-0.02747
45.85,-0.025904
45.86,-0.02391
45.87,-0.021521
45.88,-0.018775
45.89,-0.015718
45.9,-0.012399
45.91,-0.008871
45.92,-0.005191
45.93,-0.001416
45.94,0.002395
45.95,0.006183
45.96,0.009892
45.97,0.013468
45.98,0.016859
45.99,0.020019
46,0.022904
46.01,0.02548
46.02,0.027713
46.03,0.029581
46.04,0.031063
46.05,0.032148
46.06,0.03283
46.07,0.03311
46.08,0.032992
46.09,0.03249
46.1,0.031619
46.11,0.030401
46.12,0.028861
46.13,0.027026
46.14,0.024928
46.15,0.0226
46.16,0.020076
46.17,0.017391
46.18,0.014582
46.19,0.011684
46.2,0.008732
46.21,0.005759
46.22,0.0028
46.23,-0.000116
46.24,-0.002959
46.25,-0.005701
46.26,-0.008316
46.27,-0.010781
46.28,-0.013075
46.29,-0.015177
46.3,-0.01707
46.31,-0.018738
46.32,-0.020167
46.33,-0.021346
46.34,-0.022263
46.35,-0.022912
46.36,-0.023284
46.37,-0.023375
46.38,-0.023183
46.39,-0.022707
46.4,-0.021948
46.41,-0.020909
46.42,-0.019597
46.43,-0.018019
46.44,-0.016188
46.45,-0.014117
46.46,-0.011822
46.47,-0.009324
46.48,-0.006643
46.49,-0.003806
46.5,-0.000841
46.51,0.002223
46.52,0.005353
46.53,0.008515
46.54,0.011672
46.55,0.014787
46.56,0.017823
46.57,0.020742
46.58,0.023506
46.59,0.02608
46.6,0.028429
46.61,0.03052
46.62,0.032326
46.63,0.033821
46.64,0.034984
46.65,0.035799
46.66,0.036253
46.67,0.036342
46.68,0.036065
46.69,0.035426
46.7,0.034438
46.71,0.033117
46.72,0.031484
46.73,0.029567
46.74,0.027398
46.75,0.025012
46.76,0.022448
46.77,0.019748
46.78,0.016955
46.79,0.014113
46.8,0.011267
46.81,0.008462
46.82,0.005739
46.83,0.003139
46.84,0.000699
46.85,-0.001548
46.86,-0.003573
46.87,-0.00535
46.88,-0.006862
46.89,-0.008093
46.9,-0.009035
46.91,-0.009686
46.92,-0.010048
46.93,-0.010127
46.94,-0.009936
46.95,-0.009491
46.96,-0.008812
46.97,-0.007921
46.98,-0.006844
46.99,-0.005608
47,-0.004239
47.01,-0.002766
47.02,-0.001216
47.03,0.000384
47.04,0.002011
47.05,0.003641
47.06,0.005254
47.07,0.006835
47.08,0.008368
47.09,0.009843
47.1,0.011253
47.11,0.012591
47.12,0.013857
47.13,0.015049
47.14,0.016171
47.15,0.017226
47.16,0.018219
47.17,0.019153
47.18,0.020036
47.19,0.02087
47.2,0.02166
47.21,0.022408
47.22,0.023112
47.23,0.023773
47.24,0.024385
47.25,0.024943
47.26,0.025437
47.27,0.025858
47.28,0.026192
47.29,0.026427
47.3,0.026546
47.31,0.026536
47.32,0.026381
47.33,0.026067
47.34,0.025581
47.35,0.024914
47.36,0.024057
47.37,0.023006
47.38,0.021761
47.39,0.020326
47.4,0.01871
47.41,0.016926
47.42,0.014993
47.43,0.012935
47.44,0.010779
47.45,0.008559
47.46,0.006311
47.47,0.004074
47.48,0.00189
47.49,-0.000199
47.5,-0.002147
47.51,-0.003913
47.52,-0.005455
47.53,-0.006734
47.54,-0.007716
47.55,-0.00837
47.56,-0.008672
47.57,-0.008605
47.58,-0.008159
47.59,-0.007332
47.6,-0.006128
47.61,-0.004563
47.62,-0.002659
47.63,-0.000447
47.64,0.002034
47.65,0.004738
47.66,0.007615
47.67,0.010606
47.68,0.01365
47.69,0.016683
47.7,0.01964
47.71,0.022455
47.72,0.025063
47.73,0.027405
47.74,0.029422
47.75,0.031065
47.76,0.032288
47.77,0.033056
47.78,0.033342
47.79,0.033128
47.8,0.032407
47.81,0.031182
47.82,0.029468
47.83,0.027288
47.84,0.024676
47.85,0.021675
47.86,0.018337
47.87,0.01472
47.88,0.010888
47.89,0.006911
47.9,0.00286
47.91,-0.001192
47.92,-0.005172
47.93,-0.009008
47.94,-0.012633
47.95,-0.015984
47.96,-0.019004
47.97,-0.021644
47.98,-0.023863
47.99,-0.025629
48,-0.026921
48.01,-0.027726
48.02,-0.028044
48.03,-0.027882
48.04,-0.02726
48.05,-0.026204
48.06,-0.024749
48.07,-0.02294
48.08,-0.020825
48.09,-0.018457
48.1,-0.015893
48.11,-0.013194
48.12,-0.010418
48.13,-0.007624
48.14,-0.004868
48.15,-0.002204
48.16,0.000321
48.17,0.002665
48.18,0.004792
48.19,0.006673
48.2,0.008289
48.21,0.009627
48.22,0.010681
48.23,0.011454
48.24,0.011958
48.25,0.012208
48.26,0.012229
48.27,0.012046
48.28,0.011693
48.29,0.011203
48.3,0.010613
48.31,0.009961
48.32,0.009281
48.33,0.008609
48.34,0.007976
48.35,0.007411
48.36,0.006936
48.37,0.006571
48.38,0.006328
48.39,0.006215
48.4,0.006233
48.41,0.006378
48.42,0.00664
48.43,0.007005
48.44,0.007453
48.45,0.007962
48.46,0.008507
48.47,0.009061
48.48,0.009595
48.49,0.010083
48.5,0.010498
48.51,0.010816
48.52,0.011017
48.53,0.011082
48.54,0.010999
48.55,0.010761
48.56,0.010367
48.57,0.009819
48.58,0.009128
48.59,0.008307
48.6,0.007377
48.61,0.006363
48.62,0.005293
48.63,0.004199
48.64,0.003115
48.65,0.002076
48.66,0.001119
48.67,0.000278
48.68,-0.000413
48.69,-0.000925
48.7,-0.001232
48.71,-0.001311
48.72,-0.001146
48.73,-0.000728
48.74,-0.000053
48.75,0.000877
48.76,0.002051
48.77,0.003453
48.78,0.00506
48.79,0.006843
48.8,0.008767
48.81,0.010793
48.82,0.01288
48.83,0.014982
48.84,0.017053
48.85,0.019047
48.86,0.020916
48.87,0.022619
48.88,0.024113
48.89,0.025363
48.9,0.026337
48.91,0.02701
48.92,0.027363
48.93,0.027384
48.94,0.02707
48.95,0.026424
48.96,0.025456
48.97,0.024184
48.98,0.022635
48.99,0.020838
49,0.018832
49.01,0.016656
49.02,0.014356
49.03,0.011979
49.04,0.009574
49.05,0.007191
49.06,0.004877
49.07,0.002679
49.08,0.000639
49.09,-0.001204
49.1,-0.002815
49.11,-0.004167
49.12,-0.005238
49.13,-0.006011
49.14,-0.006479
49.15,-0.006641
49.16,-0.006502
49.17,-0.006074
49.18,-0.005375
49.19,-0.004431
49.2,-0.003269
49.21,-0.001924
49.22,-0.000431
49.23,0.001168
49.24,0.002835
49.25,0.004528
49.26,0.006206
49.27,0.00783
49.28,0.009363
49.29,0.01077
49.3,0.012022
49.31,0.013092
49.32,0.013959
49.33,0.014605
49.34,0.015021
49.35,0.015198
49.36,0.015137
49.37,0.014841
49.38,0.014318
49.39,0.013582
49.4,0.012648
49.41,0.011536
49.42,0.010268
49.43,0.00887
49.44,0.007365
49.45,0.005782
49.46,0.004146
49.47,0.002484
49.48,0.000822
49.49,-0.000816
49.5,-0.002407
49.51,-0.003929
49.52,-0.005364
49.53,-0.006695
49.54,-0.007907
49.55,-0.008987
49.56,-0.009926
49.57,-0.010715
49.58,-0.011348
49.59,-0.01182
49.6,-0.012129
49.61,-0.012273
49.62,-0.012251
49.63,-0.012065
49.64,-0.011716
49.65,-0.011207
49.66,-0.010542
49.67,-0.009724
49.68,-0.008759
49.69,-0.007653
49.7,-0.006414
49.71,-0.005049
49.72,-0.003568
49.73,-0.001983
49.74,-0.000305
49.75,0.001449
49.76,0.003265
49.77,0.005123
49.78,0.007004
49.79,0.008885
49.8,0.010743
49.81,0.012552
49.82,0.014285
49.83,0.015915
49.84,0.017413
49.85,0.018751
49.86,0.019901
49.87,0.020837
49.88,0.021531
49.89,0.021963
49.9,0.022112
49.91,0.021961
49.92,0.0215
49.93,0.020719
49.94,0.019618
49.95,0.0182
49.96,0.016474
49.97,0.014457
49.98,0.012169
49.99,0.009638
50,0.006897
